Fund Holdings as of,"27/jan/2022"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"7453","RYOHIN KEIKAKU LTD","Luxe-consumentengoederen","Aandelen","2.835.070,81","0,01","2.835.070,81","210.750,00","13,45","Japan","Tokyo Stock Exchange","JPY"
"9766","KONAMI HOLDINGS CORP","Communicatie","Aandelen","2.808.707,09","0,01","2.808.707,09","53.773,00","52,23","Japan","Tokyo Stock Exchange","JPY"
"9008","KEIO CORP","Industrie","Aandelen","2.790.321,45","0,01","2.790.321,45","62.187,00","44,87","Japan","Tokyo Stock Exchange","JPY"
"ROCK B","ROCKWOOL INTERNATIONAL B","Industrie","Aandelen","2.785.094,26","0,01","2.785.094,26","7.715,00","361,00","Denemarken","Omx Nordic Exchange Copenhagen A/S","DKK"
"1929","CHOW TAI FOOK JEWELLERY GROUP LTD","Luxe-consumentengoederen","Aandelen","2.778.679,54","0,01","2.778.679,54","1.557.200,00","1,78","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"IEL","IDP EDUCATION PTY LTDINARY","Luxe-consumentengoederen","Aandelen","2.776.977,57","0,01","2.776.977,57","142.997,00","19,42","Australië","Asx - All Markets","AUD"
"HIK","HIKMA PHARMACEUTICALS PLC","Gezondheidszorg","Aandelen","2.770.976,81","0,01","2.770.976,81","99.669,00","27,80","Verenigd Koninkrijk","London Stock Exchange","GBP"
"5019","IDEMITSU KOSAN LTD","Energie","Aandelen","2.766.921,44","0,01","2.766.921,44","112.514,00","24,59","Japan","Tokyo Stock Exchange","JPY"
"KEY","KEYERA CORP","Energie","Aandelen","2.755.349,91","0,01","2.755.349,91","123.723,00","22,27","Canada","Toronto Stock Exchange","CAD"
"2897","NISSIN FOODS HOLDINGS LTD","Basis-consumentengoederen","Aandelen","2.754.341,89","0,01","2.754.341,89","39.500,00","69,73","Japan","Tokyo Stock Exchange","JPY"
"868","XINYI GLASS HOLDINGS LTD","Industrie","Aandelen","2.742.056,82","0,01","2.742.056,82","1.022.000,00","2,68","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"7276","KOITO MANUFACTURING LTD","Luxe-consumentengoederen","Aandelen","2.730.061,93","0,01","2.730.061,93","57.200,00","47,73","Japan","Tokyo Stock Exchange","JPY"
"2587","SUNTORY BEVERAGE & FOOD LTD","Basis-consumentengoederen","Aandelen","2.727.896,40","0,01","2.727.896,40","71.900,00","37,94","Japan","Tokyo Stock Exchange","JPY"
"PAAS","PAN AMERICAN SILVER CORP","Materialen","Aandelen","2.721.107,68","0,01","2.721.107,68","126.291,00","21,55","Canada","Toronto Stock Exchange","CAD"
"BB","BLACKBERRY LTD","IT","Aandelen","2.705.265,88","0,01","2.705.265,88","357.351,00","7,57","Canada","Toronto Stock Exchange","CAD"
"LBRDA","LIBERTY BROADBAND CORP SERIES A","Communicatie","Aandelen","2.680.112,02","0,01","2.680.112,02","19.462,00","137,71","Verenigde Staten","NASDAQ","USD"
"RF","EURAZEO","Financiële waarden","Aandelen","2.678.669,44","0,01","2.678.669,44","33.556,00","79,83","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"ERIE","ERIE INDEMNITY CLASS A","Financiële waarden","Aandelen","2.642.237,71","0,01","2.642.237,71","15.281,00","172,91","Verenigde Staten","NASDAQ","USD"
"AZRG","AZRIELI GROUP LTD","Vastgoed","Aandelen","2.631.414,80","0,01","2.631.414,80","29.401,00","89,50","Israël","Tel Aviv Stock Exchange","ILS"
"IPN","IPSEN SA","Gezondheidszorg","Aandelen","2.625.846,69","0,01","2.625.846,69","27.247,00","96,37","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"ADP","AEROPORTS DE PARIS SA","Industrie","Aandelen","2.616.002,70","0,01","2.616.002,70","19.448,00","134,51","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"SECU B","SECURITAS B","Industrie","Aandelen","2.608.158,46","0,01","2.608.158,46","219.289,00","11,89","Zweden","Nasdaq Omx Nordic","SEK"
"AMBU B","AMBU CLASS B","Gezondheidszorg","Aandelen","2.585.986,68","0,01","2.585.986,68","126.383,00","20,46","Denemarken","Omx Nordic Exchange Copenhagen A/S","DKK"
"IGM","IGM FINANCIAL INC","Financiële waarden","Aandelen","2.586.444,73","0,01","2.586.444,73","73.992,00","34,96","Canada","Toronto Stock Exchange","CAD"
"4183","MITSUI CHEMICALS INC","Materialen","Aandelen","2.575.226,30","0,01","2.575.226,30","100.100,00","25,73","Japan","Tokyo Stock Exchange","JPY"
"6845","AZBIL CORP","IT","Aandelen","2.563.913,55","0,01","2.563.913,55","69.400,00","36,94","Japan","Tokyo Stock Exchange","JPY"
"4613","KANSAI PAINT LTD","Materialen","Aandelen","2.541.612,02","0,01","2.541.612,02","123.700,00","20,55","Japan","Tokyo Stock Exchange","JPY"
"CNP","CNP ASSURANCES SA","Financiële waarden","Aandelen","2.541.093,69","0,01","2.541.093,69","104.599,00","24,29","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"7205","HINO MOTORS LTD","Industrie","Aandelen","2.539.952,36","0,01","2.539.952,36","306.400,00","8,29","Japan","Tokyo Stock Exchange","JPY"
"AST","AUSNET SERVICES","Nutsbedrijven","Aandelen","2.539.868,38","0,01","2.539.868,38","1.396.079,00","1,82","Australië","Asx - All Markets","AUD"
"7912","DAI NIPPON PRINTING LTD","Industrie","Aandelen","2.535.564,55","0,01","2.535.564,55","106.443,00","23,82","Japan","Tokyo Stock Exchange","JPY"
"MEL","MERIDIAN ENERGY LTD","Nutsbedrijven","Aandelen","2.525.666,50","0,01","2.525.666,50","850.715,00","2,97","Nieuw-Zeeland","New Zealand Exchange Ltd","NZD"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Nutsbedrijven","Aandelen","2.522.122,31","0,01","2.522.122,31","77.659,00","32,48","Canada","Toronto Stock Exchange","CAD"
"G13","GENTING SINGAPORE LTD","Luxe-consumentengoederen","Aandelen","2.516.434,33","0,01","2.516.434,33","4.695.840,00","0,54","Singapore","Singapore Exchange","SGD"
"JDEP","JDE PEETS NV","Basis-consumentengoederen","Aandelen","2.505.177,45","0,01","2.505.177,45","83.392,00","30,04","Nederland","Euronext Amsterdam","EUR"
"DIA","DIASORIN","Gezondheidszorg","Aandelen","2.452.744,77","0,01","2.452.744,77","16.284,00","150,62","Italië","Borsa Italiana","EUR"
"INW","INFRASTRUTTURE WIRELESS ITALIANE","Communicatie","Aandelen","2.450.668,40","0,01","2.450.668,40","240.493,00","10,19","Italië","Borsa Italiana","EUR"
"101","HANG LUNG PROPERTIES LTD","Vastgoed","Aandelen","2.434.042,84","0,01","2.434.042,84","1.149.119,00","2,12","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"3092","ZOZO INC","Luxe-consumentengoederen","Aandelen","2.421.994,89","0,01","2.421.994,89","103.100,00","23,49","Japan","Tokyo Stock Exchange","JPY"
"ASAN","ASANA INC CLASS A","IT","Aandelen","2.424.018,12","0,01","2.424.018,12","53.322,00","45,46","Verenigde Staten","New York Stock Exchange Inc.","USD"
"9001","TOBU RAILWAY LTD","Industrie","Aandelen","2.398.687,69","0,01","2.398.687,69","104.300,00","23,00","Japan","Tokyo Stock Exchange","JPY"
"1876","BUDWEISER BREWING COMPANY APAC LTD","Basis-consumentengoederen","Aandelen","2.384.687,47","0,01","2.384.687,47","860.000,00","2,77","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"CWN","CROWN RESORTS LTD","Luxe-consumentengoederen","Aandelen","2.365.567,27","0,01","2.365.567,27","275.880,00","8,57","Australië","Asx - All Markets","AUD"
"SK","SEB SA","Luxe-consumentengoederen","Aandelen","2.354.971,83","0,01","2.354.971,83","15.846,00","148,62","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"LHA","DEUTSCHE LUFTHANSA AG","Industrie","Aandelen","2.351.479,23","0,01","2.351.479,23","299.381,00","7,85","Duitsland","Xetra","EUR"
"19","SWIRE PACIFIC LTD A","Vastgoed","Aandelen","2.331.561,68","0,01","2.331.561,68","394.401,00","5,91","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"3861","OJI HOLDINGS CORP","Materialen","Aandelen","2.322.560,53","0,01","2.322.560,53","456.000,00","5,09","Japan","Tokyo Stock Exchange","JPY"
"EVR","EVRAZ","Materialen","Aandelen","2.314.161,81","0,01","2.314.161,81","338.960,00","6,83","Verenigd Koninkrijk","London Stock Exchange","GBP"
"2412","BENEFIT ONE INC","Industrie","Aandelen","2.289.077,05","0,01","2.289.077,05","78.300,00","29,23","Japan","Tokyo Stock Exchange","JPY"
"FPE3","FUCHS PETROLUB PREF","Materialen","Aandelen","2.278.982,39","0,01","2.278.982,39","53.399,00","42,68","Duitsland","Xetra","EUR"
"9697","CAPCOM LTD","Communicatie","Aandelen","2.257.932,35","0,01","2.257.932,35","99.000,00","22,81","Japan","Tokyo Stock Exchange","JPY"
"LSXMA","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Communicatie","Aandelen","2.239.544,16","0,01","2.239.544,16","50.169,00","44,64","Verenigde Staten","NASDAQ","USD"
"SCHB","SCHIBSTED B","Communicatie","Aandelen","2.232.141,34","0,00","2.232.141,34","86.397,00","25,84","Noorwegen","Oslo Bors Asa","NOK"
"2638","HK ELECTRIC INVESTMENTS UNITS LTD","Nutsbedrijven","Aandelen","2.233.449,30","0,00","2.233.449,30","2.230.500,00","1,00","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"RUN","SUNRUN INC","Industrie","Aandelen","2.210.882,70","0,00","2.210.882,70","95.010,00","23,27","Verenigde Staten","NASDAQ","USD"
"SCHA","SCHIBSTED CLASS A","Communicatie","Aandelen","2.208.265,07","0,00","2.208.265,07","76.743,00","28,77","Noorwegen","Oslo Bors Asa","NOK"
"83","SINO LAND LTD","Vastgoed","Aandelen","2.193.258,83","0,00","2.193.258,83","1.748.703,00","1,25","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"KRNT","KORNIT DIGITAL LTD","Industrie","Aandelen","2.190.123,24","0,00","2.190.123,24","23.532,00","93,07","Israël","NASDAQ","USD"
"5947","RINNAI CORP","Luxe-consumentengoederen","Aandelen","2.190.443,07","0,00","2.190.443,07","25.543,00","85,76","Japan","Tokyo Stock Exchange","JPY"
"S68","SINGAPORE EXCHANGE LTD","Financiële waarden","Aandelen","2.179.009,51","0,00","2.179.009,51","311.626,00","6,99","Singapore","Singapore Exchange","SGD"
"3038","KOBE BUSSAN LTD","Basis-consumentengoederen","Aandelen","2.181.558,32","0,00","2.181.558,32","73.000,00","29,88","Japan","Tokyo Stock Exchange","JPY"
"ZG","ZILLOW GROUP INC CLASS A","Vastgoed","Aandelen","2.173.027,50","0,00","2.173.027,50","47.250,00","45,99","Verenigde Staten","NASDAQ","USD"
"6923","STANLEY ELECTRIC LTD","Luxe-consumentengoederen","Aandelen","2.157.446,40","0,00","2.157.446,40","96.800,00","22,29","Japan","Tokyo Stock Exchange","JPY"
"NVEI","NUVEI SUBORDINATE VOTING CORP","IT","Aandelen","2.153.618,29","0,00","2.153.618,29","39.163,00","54,99","Canada","Toronto Stock Exchange","CAD"
"SEK","SEK CASH","Liquide middelen en/of derivaten","Liquiditeiten","2.104.157,22","0,00","2.104.157,22","19.708.168,00","10,68","Zweden","-","SEK"
"4922","KOSE CORP","Basis-consumentengoederen","Aandelen","2.104.621,25","0,00","2.104.621,25","24.200,00","86,97","Japan","Tokyo Stock Exchange","JPY"
"2371","KAKAKU.COM INC","Communicatie","Aandelen","2.105.411,18","0,00","2.105.411,18","105.266,00","20,00","Japan","Tokyo Stock Exchange","JPY"
"9602","TOHO (TOKYO) LTD","Communicatie","Aandelen","2.099.649,18","0,00","2.099.649,18","56.900,00","36,90","Japan","Tokyo Stock Exchange","JPY"
"BLDP","BALLARD POWER SYSTEMS INC","Industrie","Aandelen","2.085.371,64","0,00","2.085.371,64","232.659,00","8,96","Canada","Toronto Stock Exchange","CAD"
"LSPD","LIGHTSPEED COMMERCE INC","IT","Aandelen","2.040.231,57","0,00","2.040.231,57","74.953,00","27,22","Canada","Toronto Stock Exchange","CAD"
"7747","ASAHI INTECC LTD","Gezondheidszorg","Aandelen","2.042.645,42","0,00","2.042.645,42","125.700,00","16,25","Japan","Tokyo Stock Exchange","JPY"
"6370","KURITA WATER INDUSTRIES LTD","Industrie","Aandelen","2.021.712,33","0,00","2.021.712,33","52.214,00","38,72","Japan","Tokyo Stock Exchange","JPY"
"UHRN","THE SWATCH GROUP AG","Luxe-consumentengoederen","Aandelen","2.024.890,82","0,00","2.024.890,82","35.221,00","57,49","Zwitserland","SIX Swiss Exchange","CHF"
"PKI","PARKLAND CORP","Energie","Aandelen","2.009.659,43","0,00","2.009.659,43","76.552,00","26,25","Canada","Toronto Stock Exchange","CAD"
"COLR","ETABLISSEMENTEN FRANZ COLRUYT NV","Basis-consumentengoederen","Aandelen","1.985.767,10","0,00","1.985.767,10","48.691,00","40,78","België","Nyse Euronext - Euronext Brussels","EUR"
"N2IU","MAPLETREE COMMERCIAL UNITS TRUST","Vastgoed","Aandelen","1.984.281,91","0,00","1.984.281,91","1.451.100,00","1,37","Singapore","Singapore Exchange","SGD"
"RBI","RAIFFEISEN BANK INTERNATIONAL AG","Financiële waarden","Aandelen","1.977.952,18","0,00","1.977.952,18","70.457,00","28,07","Oostenrijk","Wiener Boerse Ag","EUR"
"MCY","MERCURY NZ LTD","Nutsbedrijven","Aandelen","1.958.910,86","0,00","1.958.910,86","511.045,00","3,83","Nieuw-Zeeland","New Zealand Exchange Ltd","NZD"
"4385","MERCARI INC","Luxe-consumentengoederen","Aandelen","1.955.589,24","0,00","1.955.589,24","56.300,00","34,74","Japan","Tokyo Stock Exchange","JPY"
"FUTU","FUTU HOLDINGS ADR LTD","Financiële waarden","Aandelen","1.952.064,00","0,00","1.952.064,00","50.835,00","38,40","Hong Kong","NASDAQ","USD"
"U14","UOL GROUP LTD","Vastgoed","Aandelen","1.942.818,63","0,00","1.942.818,63","358.098,00","5,43","Singapore","Singapore Exchange","SGD"
"INMD","INMODE LTD","Gezondheidszorg","Aandelen","1.938.324,77","0,00","1.938.324,77","47.081,00","41,17","Israël","NASDAQ","USD"
"5486","HITACHI METALS LTD","Materialen","Aandelen","1.927.844,43","0,00","1.927.844,43","107.000,00","18,02","Japan","Tokyo Stock Exchange","JPY"
"FVRR","FIVERR INTERNATIONAL LTD","Luxe-consumentengoederen","Aandelen","1.915.470,08","0,00","1.915.470,08","27.458,00","69,76","Israël","New York Stock Exchange Inc.","USD"
"QAN","QANTAS AIRWAYS LTD","Industrie","Aandelen","1.893.292,81","0,00","1.893.292,81","590.099,00","3,21","Australië","Asx - All Markets","AUD"
"3291","IIDA GROUP HOLDINGS LTD","Luxe-consumentengoederen","Aandelen","1.893.535,45","0,00","1.893.535,45","93.900,00","20,17","Japan","Tokyo Stock Exchange","JPY"
"9147","NIPPON EXPRESS HOLDINGS INC","Industrie","Aandelen","1.867.280,18","0,00","1.867.280,18","32.861,00","56,82","Japan","Tokyo Stock Exchange","JPY"
"REI.UN","RIOCAN REAL ESTATE INVESTMENT TRUS","Vastgoed","Aandelen","1.863.299,41","0,00","1.863.299,41","108.964,00","17,10","Canada","Toronto Stock Exchange","CAD"
"9719","SCSK CORP","IT","Aandelen","1.856.312,53","0,00","1.856.312,53","114.600,00","16,20","Japan","Tokyo Stock Exchange","JPY"
"MLCO","MELCO RESORTS ENTERTAINMENT ADR LT","Luxe-consumentengoederen","Aandelen","1.825.402,62","0,00","1.825.402,62","187.413,00","9,74","Hong Kong","NASDAQ","USD"
"3391","TSURUHA HOLDINGS INC","Basis-consumentengoederen","Aandelen","1.808.999,96","0,00","1.808.999,96","23.000,00","78,65","Japan","Tokyo Stock Exchange","JPY"
"2331","SOHGO SECURITY SERVICES LTD","Industrie","Aandelen","1.806.093,46","0,00","1.806.093,46","49.526,00","36,47","Japan","Tokyo Stock Exchange","JPY"
"ORP","ORPEA SA","Gezondheidszorg","Aandelen","1.796.652,70","0,00","1.796.652,70","40.756,00","44,08","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"9684","SQUARE ENIX HLDG LTD","Communicatie","Aandelen","1.786.824,89","0,00","1.786.824,89","38.200,00","46,78","Japan","Tokyo Stock Exchange","JPY"
"UPST","UPSTART HOLDINGS INC","Financiële waarden","Aandelen","1.788.089,07","0,00","1.788.089,07","19.839,00","90,13","Verenigde Staten","NASDAQ","USD"
"1972","SWIRE PROPERTIES LTD","Vastgoed","Aandelen","1.772.699,85","0,00","1.772.699,85","673.600,00","2,63","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"3769","GMO PAYMENT GATEWAY INC","IT","Aandelen","1.769.985,71","0,00","1.769.985,71","21.600,00","81,94","Japan","Tokyo Stock Exchange","JPY"
"3635","KOEI TECMO HOLDINGS LTD","Communicatie","Aandelen","1.759.169,30","0,00","1.759.169,30","51.220,00","34,35","Japan","Tokyo Stock Exchange","JPY"
"1038","CHEUNG KONG INFRASTRUCTURE HOLDING","Nutsbedrijven","Aandelen","1.741.581,83","0,00","1.741.581,83","278.000,00","6,26","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"C09","CITY DEVELOPMENTS LTD","Vastgoed","Aandelen","1.737.444,25","0,00","1.737.444,25","332.004,00","5,23","Singapore","Singapore Exchange","SGD"
"8593","MITSUBISHI HC CAPITAL INC","Financiële waarden","Aandelen","1.700.095,28","0,00","1.700.095,28","335.500,00","5,07","Japan","Tokyo Stock Exchange","JPY"
"2593","ITO EN LTD","Basis-consumentengoederen","Aandelen","1.700.376,80","0,00","1.700.376,80","32.500,00","52,32","Japan","Tokyo Stock Exchange","JPY"
"RYM","RYMAN HEALTHCARE LTD","Gezondheidszorg","Aandelen","1.702.793,11","0,00","1.702.793,11","253.036,00","6,73","Nieuw-Zeeland","New Zealand Exchange Ltd","NZD"
"4516","NIPPON SHINYAKU LTD","Gezondheidszorg","Aandelen","1.678.530,90","0,00","1.678.530,90","25.700,00","65,31","Japan","Tokyo Stock Exchange","JPY"
"CAR.UN","CANADIAN APARTMENT PROPERTIES REAL","Vastgoed","Aandelen","1.661.978,52","0,00","1.661.978,52","39.624,00","41,94","Canada","Toronto Stock Exchange","CAD"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financiële waarden","Aandelen","1.651.313,52","0,00","1.651.313,52","142.232,00","11,61","Verenigde Staten","NASDAQ","USD"
"4739","ITOCHU TECHNO-SOLUTIONS CORP","IT","Aandelen","1.616.808,87","0,00","1.616.808,87","60.700,00","26,64","Japan","Tokyo Stock Exchange","JPY"
"UN01","UNIPER","Nutsbedrijven","Aandelen","1.596.999,06","0,00","1.596.999,06","35.091,00","45,51","Duitsland","Xetra","EUR"
"SOL","WASHINGTON H SOUL PATTINSON & COMP","Energie","Aandelen","1.569.809,44","0,00","1.569.809,44","84.326,00","18,62","Australië","Asx - All Markets","AUD"
"6465","HOSHIZAKI CORP","Industrie","Aandelen","1.553.120,53","0,00","1.553.120,53","22.000,00","70,60","Japan","Tokyo Stock Exchange","JPY"
"ADE","ADEVINTA","Communicatie","Aandelen","1.532.333,07","0,00","1.532.333,07","155.471,00","9,86","Noorwegen","Oslo Bors Asa","NOK"
"4091","NIPPON SANSO HOLDINGS CORP","Materialen","Aandelen","1.497.783,36","0,00","1.497.783,36","77.400,00","19,35","Japan","Tokyo Stock Exchange","JPY"
"9009","KEISEI ELECTRIC RAILWAY LTD","Industrie","Aandelen","1.482.182,42","0,00","1.482.182,42","56.010,00","26,46","Japan","Tokyo Stock Exchange","JPY"
"2875","TOYO SUISAN LTD","Basis-consumentengoederen","Aandelen","1.483.875,44","0,00","1.483.875,44","37.200,00","39,89","Japan","Tokyo Stock Exchange","JPY"
"ENG","ENAGAS SA","Nutsbedrijven","Aandelen","1.459.510,91","0,00","1.459.510,91","66.536,00","21,94","Spanje","Bolsa De Madrid","EUR"
"AC","AIR CANADA VOTING AND VARIABLE VOT","Industrie","Aandelen","1.458.070,38","0,00","1.458.070,38","83.877,00","17,38","Canada","Toronto Stock Exchange","CAD"
"4506","DAINIPPON SUMITOMO PHARMA LTD","Gezondheidszorg","Aandelen","1.435.327,30","0,00","1.435.327,30","129.860,00","11,05","Japan","Tokyo Stock Exchange","JPY"
"6005","MIURA LTD","Industrie","Aandelen","1.416.258,82","0,00","1.416.258,82","50.000,00","28,33","Japan","Tokyo Stock Exchange","JPY"
"3349","COSMOS PHARMACEUTICAL CORP","Basis-consumentengoederen","Aandelen","1.401.238,69","0,00","1.401.238,69","11.400,00","122,92","Japan","Tokyo Stock Exchange","JPY"
"2181","PERSOL HOLDINGS LTD","Industrie","Aandelen","1.396.416,48","0,00","1.396.416,48","58.900,00","23,71","Japan","Tokyo Stock Exchange","JPY"
"4967","KOBAYASHI PHARMACEUTICAL LTD","Basis-consumentengoederen","Aandelen","1.312.122,66","0,00","1.312.122,66","17.800,00","73,71","Japan","Tokyo Stock Exchange","JPY"
"7459","MEDIPAL HOLDINGS CORP","Gezondheidszorg","Aandelen","1.253.983,64","0,00","1.253.983,64","71.773,00","17,47","Japan","Tokyo Stock Exchange","JPY"
"O2D","TELEFONICA DEUTSCHLAND HOLDING AG","Communicatie","Aandelen","1.218.125,60","0,00","1.218.125,60","431.171,00","2,83","Duitsland","Xetra","EUR"
"9202","ANA HOLDINGS INC","Industrie","Aandelen","1.170.087,20","0,00","1.170.087,20","57.987,00","20,18","Japan","Tokyo Stock Exchange","JPY"
"OSH","OAK STREET HEALTH INC","Gezondheidszorg","Aandelen","1.145.232,98","0,00","1.145.232,98","76.298,00","15,01","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MFG","MAGELLAN FINANCIAL GROUP LTD","Financiële waarden","Aandelen","1.146.319,92","0,00","1.146.319,92","88.302,00","12,98","Australië","Asx - All Markets","AUD"
"4182","MITSUBISHI GAS CHEMICAL INC","Materialen","Aandelen","1.121.378,15","0,00","1.121.378,15","61.500,00","18,23","Japan","Tokyo Stock Exchange","JPY"
"4716","ORACLE JAPAN CORP","IT","Aandelen","1.121.133,87","0,00","1.121.133,87","15.015,00","74,67","Japan","Tokyo Stock Exchange","JPY"
"8439","TOKYO CENTURY CORP","Financiële waarden","Aandelen","1.094.547,19","0,00","1.094.547,19","23.400,00","46,78","Japan","Tokyo Stock Exchange","JPY"
"3231","NOMURA REAL ESTATE HOLDINGS INC","Vastgoed","Aandelen","1.069.491,10","0,00","1.069.491,10","47.800,00","22,37","Japan","Tokyo Stock Exchange","JPY"
"3141","WELCIA HOLDINGS LTD","Basis-consumentengoederen","Aandelen","1.044.497,38","0,00","1.044.497,38","39.600,00","26,38","Japan","Tokyo Stock Exchange","JPY"
