Fund Holdings as of,"27/jan/2022"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"UMG","UNIVERSAL MUSIC GROUP NV","Communicatie","Aandelen","12.649.329,85","0,03","12.649.329,85","515.714,00","24,53","Nederland","Euronext Amsterdam","EUR"
"DPZ","DOMINOS PIZZA INC","Luxe-consumentengoederen","Aandelen","12.647.694,36","0,03","12.647.694,36","29.442,00","429,58","Verenigde Staten","New York Stock Exchange Inc.","USD"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrie","Aandelen","12.617.517,34","0,03","12.617.517,34","144.514,00","87,31","Verenigde Staten","New York Stock Exchange Inc.","USD"
"CE","CELANESE CORP","Materialen","Aandelen","12.583.742,98","0,03","12.583.742,98","78.614,00","160,07","Verenigde Staten","New York Stock Exchange Inc.","USD"
"EDP","EDP ENERGIAS DE PORTUGAL SA","Nutsbedrijven","Aandelen","12.563.037,16","0,03","12.563.037,16","2.515.809,00","4,99","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"ESSITY B","ESSITY CLASS B","Basis-consumentengoederen","Aandelen","12.544.387,94","0,03","12.544.387,94","449.138,00","27,93","Zweden","Nasdaq Omx Nordic","SEK"
"CTLT","CATALENT INC","Gezondheidszorg","Aandelen","12.441.523,36","0,03","12.441.523,36","128.422,00","96,88","Verenigde Staten","New York Stock Exchange Inc.","USD"
"III","3I GROUP PLC","Financiële waarden","Aandelen","12.418.352,75","0,03","12.418.352,75","688.416,00","18,04","Verenigd Koninkrijk","London Stock Exchange","GBP"
"8113","UNICHARM CORP","Basis-consumentengoederen","Aandelen","12.349.267,62","0,03","12.349.267,62","329.100,00","37,52","Japan","Tokyo Stock Exchange","JPY"
"Z74","SINGAPORE TELECOMMUNICATIONS LTD","Communicatie","Aandelen","12.333.276,66","0,03","12.333.276,66","6.674.276,00","1,85","Singapore","Singapore Exchange","SGD"
"1113","CK ASSET HOLDINGS LTD","Vastgoed","Aandelen","12.322.084,29","0,03","12.322.084,29","1.837.040,00","6,71","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"ACGL","ARCH CAPITAL GROUP LTD","Financiële waarden","Aandelen","12.323.948,58","0,03","12.323.948,58","275.211,00","44,78","Verenigde Staten","NASDAQ","USD"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Gezondheidszorg","Aandelen","12.323.800,56","0,03","12.323.800,56","39.469,00","312,24","Verenigde Staten","New York Stock Exchange Inc.","USD"
"SGEN","SEAGEN INC","Gezondheidszorg","Aandelen","12.325.537,71","0,03","12.325.537,71","100.281,00","122,91","Verenigde Staten","NASDAQ","USD"
"8630","SOMPO HOLDINGS INC","Financiële waarden","Aandelen","12.256.407,81","0,03","12.256.407,81","266.970,00","45,91","Japan","Tokyo Stock Exchange","JPY"
"LOGN","LOGITECH INTERNATIONAL SA","IT","Aandelen","12.249.575,99","0,03","12.249.575,99","151.606,00","80,80","Zwitserland","SIX Swiss Exchange","CHF"
"2388","BOC HONG KONG HOLDINGS LTD","Financiële waarden","Aandelen","12.216.876,68","0,03","12.216.876,68","3.145.977,00","3,88","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"IEX","IDEX CORP","Industrie","Aandelen","12.182.780,61","0,03","12.182.780,61","58.383,00","208,67","Verenigde Staten","New York Stock Exchange Inc.","USD"
"FER","FERROVIAL SA","Industrie","Aandelen","12.162.878,47","0,03","12.162.878,47","445.645,00","27,29","Spanje","Bolsa De Madrid","EUR"
"ASM","ASM INTERNATIONAL NV","IT","Aandelen","12.121.930,64","0,03","12.121.930,64","36.894,00","328,56","Nederland","Euronext Amsterdam","EUR"
"NZYM B","NOVOZYMES B","Materialen","Aandelen","12.121.624,67","0,03","12.121.624,67","174.479,00","69,47","Denemarken","Omx Nordic Exchange Copenhagen A/S","DKK"
"COL","COLES GROUP LTD","Basis-consumentengoederen","Aandelen","12.095.756,68","0,03","12.095.756,68","1.089.800,00","11,10","Australië","Asx - All Markets","AUD"
"ACA","CREDIT AGRICOLE SA","Financiële waarden","Aandelen","12.066.517,35","0,03","12.066.517,35","807.563,00","14,94","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"NLOK","NORTONLIFELOCK INC","IT","Aandelen","12.044.193,77","0,03","12.044.193,77","475.867,00","25,31","Verenigde Staten","NASDAQ","USD"
"PAYC","PAYCOM SOFTWARE INC","IT","Aandelen","12.027.762,76","0,03","12.027.762,76","39.962,00","300,98","Verenigde Staten","New York Stock Exchange Inc.","USD"
"DTG","DAIMLER TRUCK HOLDING E AG","Industrie","Aandelen","11.988.654,06","0,03","11.988.654,06","333.637,00","35,93","Duitsland","Xetra","EUR"
"BNR","BRENNTAG","Industrie","Aandelen","11.964.605,99","0,03","11.964.605,99","140.834,00","84,96","Duitsland","Xetra","EUR"
"SJR.B","SHAW COMMUNICATIONS INC CLASS B","Communicatie","Aandelen","11.961.189,46","0,03","11.961.189,46","403.710,00","29,63","Canada","Toronto Stock Exchange","CAD"
"STMN","STRAUMANN HOLDING AG","Gezondheidszorg","Aandelen","11.947.829,73","0,03","11.947.829,73","7.449,00","1.603,95","Zwitserland","SIX Swiss Exchange","CHF"
"CF","CF INDUSTRIES HOLDINGS INC","Materialen","Aandelen","11.937.370,12","0,03","11.937.370,12","174.574,00","68,38","Verenigde Staten","New York Stock Exchange Inc.","USD"
"FME","FRESENIUS MEDICAL CARE AG","Gezondheidszorg","Aandelen","11.923.380,82","0,03","11.923.380,82","175.206,00","68,05","Duitsland","Xetra","EUR"
"BURL","BURLINGTON STORES INC","Luxe-consumentengoederen","Aandelen","11.909.561,92","0,03","11.909.561,92","53.054,00","224,48","Verenigde Staten","New York Stock Exchange Inc.","USD"
"BRO","BROWN & BROWN INC","Financiële waarden","Aandelen","11.891.919,06","0,03","11.891.919,06","191.898,00","61,97","Verenigde Staten","New York Stock Exchange Inc.","USD"
"7832","BANDAI NAMCO HOLDINGS INC","Luxe-consumentengoederen","Aandelen","11.886.727,88","0,03","11.886.727,88","180.300,00","65,93","Japan","Tokyo Stock Exchange","JPY"
"CCL","CARNIVAL CORP","Luxe-consumentengoederen","Aandelen","11.868.628,59","0,03","11.868.628,59","621.069,00","19,11","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ENTG","ENTEGRIS INC","IT","Aandelen","11.836.575,10","0,03","11.836.575,10","107.870,00","109,73","Verenigde Staten","NASDAQ","USD"
"WDC","WESTERN DIGITAL CORP","IT","Aandelen","11.807.004,32","0,03","11.807.004,32","219.298,00","53,84","Verenigde Staten","NASDAQ","USD"
"CNHI","CNH INDUSTRIAL NV","Industrie","Aandelen","11.749.060,14","0,03","11.749.060,14","772.880,00","15,20","Italië","Borsa Italiana","EUR"
"QSR","RESTAURANTS BRANDS INTERNATIONAL I","Luxe-consumentengoederen","Aandelen","11.708.232,00","0,03","11.708.232,00","216.222,00","54,15","Canada","Toronto Stock Exchange","CAD"
"8802","MITSUBISHI ESTATE CO LTD","Vastgoed","Aandelen","11.693.776,85","0,03","11.693.776,85","829.231,00","14,10","Japan","Tokyo Stock Exchange","JPY"
"6869","SYSMEX CORP","Gezondheidszorg","Aandelen","11.693.817,84","0,03","11.693.817,84","129.807,00","90,09","Japan","Tokyo Stock Exchange","JPY"
"1925","DAIWA HOUSE INDUSTRY LTD","Vastgoed","Aandelen","11.687.086,87","0,03","11.687.086,87","412.352,00","28,34","Japan","Tokyo Stock Exchange","JPY"
"IRM","IRON MOUNTAIN INC","Vastgoed","Aandelen","11.668.833,56","0,03","11.668.833,56","267.266,00","43,66","Verenigde Staten","New York Stock Exchange Inc.","USD"
"LYV","LIVE NATION ENTERTAINMENT INC","Communicatie","Aandelen","11.669.085,12","0,03","11.669.085,12","114.808,00","101,64","Verenigde Staten","New York Stock Exchange Inc.","USD"
"CCK","CROWN HOLDINGS INC","Materialen","Aandelen","11.664.200,59","0,03","11.664.200,59","103.691,00","112,49","Verenigde Staten","New York Stock Exchange Inc.","USD"
"GNRC","GENERAC HOLDINGS INC","Industrie","Aandelen","11.632.138,37","0,03","11.632.138,37","45.263,00","256,99","Verenigde Staten","New York Stock Exchange Inc.","USD"
"FM","FIRST QUANTUM MINERALS LTD","Materialen","Aandelen","11.612.257,77","0,03","11.612.257,77","477.704,00","24,31","Canada","Toronto Stock Exchange","CAD"
"EMA","EMERA INC","Nutsbedrijven","Aandelen","11.605.002,16","0,03","11.605.002,16","243.753,00","47,61","Canada","Toronto Stock Exchange","CAD"
"MOS","MOSAIC","Materialen","Aandelen","11.574.913,90","0,03","11.574.913,90","293.110,00","39,49","Verenigde Staten","New York Stock Exchange Inc.","USD"
"BAER","JULIUS BAER GRUPPE AG","Financiële waarden","Aandelen","11.552.347,50","0,03","11.552.347,50","177.214,00","65,19","Zwitserland","SIX Swiss Exchange","CHF"
"CARL B","CARLSBERG AS CL B","Basis-consumentengoederen","Aandelen","11.523.909,56","0,03","11.523.909,56","72.136,00","159,75","Denemarken","Omx Nordic Exchange Copenhagen A/S","DKK"
"CHKP","CHECK POINT SOFTWARE TECHNOLOGIES","IT","Aandelen","11.517.693,12","0,03","11.517.693,12","98.073,00","117,44","Israël","NASDAQ","USD"
"PUB","PUBLICIS GROUPE SA","Communicatie","Aandelen","11.479.059,01","0,03","11.479.059,01","174.155,00","65,91","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"4578","OTSUKA HOLDINGS LTD","Gezondheidszorg","Aandelen","11.473.196,00","0,03","11.473.196,00","323.686,00","35,45","Japan","Tokyo Stock Exchange","JPY"
"SJM","JM SMUCKER","Basis-consumentengoederen","Aandelen","11.467.091,97","0,03","11.467.091,97","82.503,00","138,99","Verenigde Staten","New York Stock Exchange Inc.","USD"
"FMC","FMC CORP","Materialen","Aandelen","11.459.269,44","0,03","11.459.269,44","106.016,00","108,09","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ENPH","ENPHASE ENERGY INC","IT","Aandelen","11.461.693,86","0,03","11.461.693,86","95.538,00","119,97","Verenigde Staten","NASDAQ","USD"
"ATO","ATMOS ENERGY CORP","Nutsbedrijven","Aandelen","11.430.663,20","0,03","11.430.663,20","109.040,00","104,83","Verenigde Staten","New York Stock Exchange Inc.","USD"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrie","Aandelen","11.392.456,00","0,03","11.392.456,00","110.800,00","102,82","Verenigde Staten","NASDAQ","USD"
"EVRG","EVERGY INC","Nutsbedrijven","Aandelen","11.355.804,25","0,03","11.355.804,25","179.255,00","63,35","Verenigde Staten","New York Stock Exchange Inc.","USD"
"FOXA","FOX CORP CLASS A","Communicatie","Aandelen","11.301.918,75","0,03","11.301.918,75","295.475,00","38,25","Verenigde Staten","NASDAQ","USD"
"AES","AES CORP","Nutsbedrijven","Aandelen","11.304.607,12","0,03","11.304.607,12","512.216,00","22,07","Verenigde Staten","New York Stock Exchange Inc.","USD"
"8604","NOMURA HOLDINGS INC","Financiële waarden","Aandelen","11.296.021,83","0,03","11.296.021,83","2.578.231,00","4,38","Japan","Tokyo Stock Exchange","JPY"
"4507","SHIONOGI LTD","Gezondheidszorg","Aandelen","11.286.231,54","0,03","11.286.231,54","211.860,00","53,27","Japan","Tokyo Stock Exchange","JPY"
"QRVO","QORVO INC","IT","Aandelen","11.275.121,60","0,03","11.275.121,60","88.280,00","127,72","Verenigde Staten","NASDAQ","USD"
"BMRN","BIOMARIN PHARMACEUTICAL INC","Gezondheidszorg","Aandelen","11.166.155,55","0,02","11.166.155,55","134.451,00","83,05","Verenigde Staten","NASDAQ","USD"
"NICE","NICE LTD","IT","Aandelen","11.144.645,13","0,02","11.144.645,13","46.041,00","242,06","Israël","Tel Aviv Stock Exchange","ILS"
"7309","SHIMANO INC","Luxe-consumentengoederen","Aandelen","11.128.892,33","0,02","11.128.892,33","51.795,00","214,86","Japan","Tokyo Stock Exchange","JPY"
"CABK","CAIXABANK SA","Financiële waarden","Aandelen","11.094.558,91","0,02","11.094.558,91","3.468.515,00","3,20","Spanje","Bolsa De Madrid","EUR"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financiële waarden","Aandelen","11.082.728,44","0,02","11.082.728,44","27.241,00","406,84","Verenigde Staten","New York Stock Exchange Inc.","USD"
"DOL","DOLLARAMA INC","Luxe-consumentengoederen","Aandelen","11.057.609,29","0,02","11.057.609,29","223.039,00","49,58","Canada","Toronto Stock Exchange","CAD"
"8002","MARUBENI CORP","Industrie","Aandelen","11.031.768,65","0,02","11.031.768,65","1.118.632,00","9,86","Japan","Tokyo Stock Exchange","JPY"
"8309","SUMITOMO MITSUI TRUST HOLDINGS INC","Financiële waarden","Aandelen","11.002.179,53","0,02","11.002.179,53","318.173,00","34,58","Japan","Tokyo Stock Exchange","JPY"
"PINS","PINTEREST INC CLASS A","Communicatie","Aandelen","10.974.996,48","0,02","10.974.996,48","408.296,00","26,88","Verenigde Staten","New York Stock Exchange Inc.","USD"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Basis-consumentengoederen","Aandelen","10.971.897,40","0,02","10.971.897,40","196.982,00","55,70","Nederland","NASDAQ","USD"
"BNZL","BUNZL","Industrie","Aandelen","10.939.131,67","0,02","10.939.131,67","294.251,00","37,18","Verenigd Koninkrijk","London Stock Exchange","GBP"
"SN.","SMITH AND NEPHEW PLC","Gezondheidszorg","Aandelen","10.941.127,25","0,02","10.941.127,25","648.662,00","16,87","Verenigd Koninkrijk","London Stock Exchange","GBP"
"MOH","MOLINA HEALTHCARE INC","Gezondheidszorg","Aandelen","10.938.280,05","0,02","10.938.280,05","39.653,00","275,85","Verenigde Staten","New York Stock Exchange Inc.","USD"
"EQH","EQUITABLE HOLDINGS INC","Financiële waarden","Aandelen","10.886.526,84","0,02","10.886.526,84","337.253,00","32,28","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MRU","METRO INC","Basis-consumentengoederen","Aandelen","10.880.327,02","0,02","10.880.327,02","206.084,00","52,80","Canada","Toronto Stock Exchange","CAD"
"FBHS","FORTUNE BRANDS HOME AND SECURITY I","Industrie","Aandelen","10.865.348,78","0,02","10.865.348,78","119.834,00","90,67","Verenigde Staten","New York Stock Exchange Inc.","USD"
"CTXS","CITRIX SYSTEMS INC","IT","Aandelen","10.814.441,22","0,02","10.814.441,22","107.382,00","100,71","Verenigde Staten","NASDAQ","USD"
"SCMN","SWISSCOM AG","Communicatie","Aandelen","10.779.344,03","0,02","10.779.344,03","18.980,00","567,93","Zwitserland","SIX Swiss Exchange","CHF"
"KNIN","KUEHNE UND NAGEL INTERNATIONAL AG","Industrie","Aandelen","10.773.270,17","0,02","10.773.270,17","39.275,00","274,30","Zwitserland","SIX Swiss Exchange","CHF"
"2503","KIRIN HOLDINGS LTD","Basis-consumentengoederen","Aandelen","10.764.537,92","0,02","10.764.537,92","683.560,00","15,75","Japan","Tokyo Stock Exchange","JPY"
"TECH","BIO TECHNE CORP","Gezondheidszorg","Aandelen","10.735.809,00","0,02","10.735.809,00","30.340,00","353,85","Verenigde Staten","NASDAQ","USD"
"KRX","KINGSPAN GROUP PLC","Industrie","Aandelen","10.736.217,64","0,02","10.736.217,64","117.008,00","91,76","Ierland","Irish Stock Exchange - All Market","EUR"
"CNP","CENTERPOINT ENERGY INC","Nutsbedrijven","Aandelen","10.730.928,53","0,02","10.730.928,53","392.069,00","27,37","Verenigde Staten","New York Stock Exchange Inc.","USD"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financiële waarden","Aandelen","10.716.213,18","0,02","10.716.213,18","218.609,00","49,02","Verenigde Staten","New York Stock Exchange Inc.","USD"
"L","LOBLAW COMPANIES LTD","Basis-consumentengoederen","Aandelen","10.705.040,03","0,02","10.705.040,03","139.194,00","76,91","Canada","Toronto Stock Exchange","CAD"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Gezondheidszorg","Aandelen","10.699.780,58","0,02","10.699.780,58","84.131,00","127,18","Verenigde Staten","NASDAQ","USD"
"SWMA","SWEDISH MATCH","Basis-consumentengoederen","Aandelen","10.663.851,19","0,02","10.663.851,19","1.438.376,00","7,41","Zweden","Nasdaq Omx Nordic","SEK"
"DELL","DELL TECHNOLOGIES INC CLASS C","IT","Aandelen","10.664.421,25","0,02","10.664.421,25","192.325,00","55,45","Verenigde Staten","New York Stock Exchange Inc.","USD"
"6723","RENESAS ELECTRONICS CORP","IT","Aandelen","10.603.811,34","0,02","10.603.811,34","1.011.700,00","10,48","Japan","Tokyo Stock Exchange","JPY"
"5401","NIPPON STEEL CORP","Materialen","Aandelen","10.584.281,69","0,02","10.584.281,69","664.800,00","15,92","Japan","Tokyo Stock Exchange","JPY"
"WHR","WHIRLPOOL CORP","Luxe-consumentengoederen","Aandelen","10.547.626,89","0,02","10.547.626,89","52.783,00","199,83","Verenigde Staten","New York Stock Exchange Inc.","USD"
"PKG","PACKAGING CORP OF AMERICA","Materialen","Aandelen","10.533.170,43","0,02","10.533.170,43","73.407,00","143,49","Verenigde Staten","New York Stock Exchange Inc.","USD"
"FORTUM","FORTUM","Nutsbedrijven","Aandelen","10.516.454,52","0,02","10.516.454,52","388.975,00","27,04","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"NXT","NEXT PLC","Luxe-consumentengoederen","Aandelen","10.469.725,95","0,02","10.469.725,95","105.249,00","99,48","Verenigd Koninkrijk","London Stock Exchange","GBP"
"SY1","SYMRISE AG","Materialen","Aandelen","10.470.873,22","0,02","10.470.873,22","86.560,00","120,97","Duitsland","Xetra","EUR"
"STLD","STEEL DYNAMICS INC","Materialen","Aandelen","10.451.103,52","0,02","10.451.103,52","192.328,00","54,34","Verenigde Staten","NASDAQ","USD"
"IMO","IMPERIAL OIL LTD","Energie","Aandelen","10.440.727,27","0,02","10.440.727,27","252.139,00","41,41","Canada","Toronto Stock Exchange","CAD"
"QIA","QIAGEN NV","Gezondheidszorg","Aandelen","10.431.528,11","0,02","10.431.528,11","218.507,00","47,74","Duitsland","Xetra","EUR"
"MAERSK A","A P MOLLER MAERSK","Industrie","Aandelen","10.429.092,49","0,02","10.429.092,49","3.185,00","3.274,44","Denemarken","Omx Nordic Exchange Copenhagen A/S","DKK"
"BIO","BIO RAD LABORATORIES INC CLASS A","Gezondheidszorg","Aandelen","10.353.789,12","0,02","10.353.789,12","18.336,00","564,67","Verenigde Staten","New York Stock Exchange Inc.","USD"
"WPC","W. P. CAREY REIT INC","Vastgoed","Aandelen","10.331.223,00","0,02","10.331.223,00","137.292,00","75,25","Verenigde Staten","New York Stock Exchange Inc.","USD"
"4689","Z HOLDINGS CORP","Communicatie","Aandelen","10.319.563,43","0,02","10.319.563,43","2.194.000,00","4,70","Japan","Tokyo Stock Exchange","JPY"
"ERF","EUROFINS SCIENTIFIC","Gezondheidszorg","Aandelen","10.309.755,19","0,02","10.309.755,19","106.437,00","96,86","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"RPRX","ROYALTY PHARMA PLC CLASS A","Gezondheidszorg","Aandelen","10.301.992,52","0,02","10.301.992,52","266.339,00","38,68","Verenigde Staten","NASDAQ","USD"
"HWM","HOWMET AEROSPACE INC","Industrie","Aandelen","10.294.549,76","0,02","10.294.549,76","335.984,00","30,64","Verenigde Staten","New York Stock Exchange Inc.","USD"
"S32","SOUTH32 LTD","Materialen","Aandelen","10.296.020,92","0,02","10.296.020,92","3.822.298,00","2,69","Australië","Asx - All Markets","AUD"
"FFH","FAIRFAX FINANCIAL HOLDINGS SUB VOT","Financiële waarden","Aandelen","10.264.893,09","0,02","10.264.893,09","21.742,00","472,12","Canada","Toronto Stock Exchange","CAD"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Communicatie","Aandelen","10.221.471,26","0,02","10.221.471,26","303.578,00","33,67","Verenigde Staten","New York Stock Exchange Inc.","USD"
"WSP","WSP GLOBAL INC","Industrie","Aandelen","10.197.581,54","0,02","10.197.581,54","78.982,00","129,11","Canada","Toronto Stock Exchange","CAD"
"5713","SUMITOMO METAL MINING LTD","Materialen","Aandelen","10.187.956,05","0,02","10.187.956,05","229.582,00","44,38","Japan","Tokyo Stock Exchange","JPY"
"STO","SANTOS LTD","Energie","Aandelen","10.165.465,13","0,02","10.165.465,13","2.071.269,00","4,91","Australië","Asx - All Markets","AUD"
"EBS","ERSTE GROUP BANK AG","Financiële waarden","Aandelen","10.161.411,95","0,02","10.161.411,95","216.592,00","46,92","Oostenrijk","Wiener Boerse Ag","EUR"
"RO","ROCHE HOLDING AG","Gezondheidszorg","Aandelen","10.151.942,46","0,02","10.151.942,46","25.069,00","404,96","Zwitserland","SIX Swiss Exchange","CHF"
"6701","NEC CORP","IT","Aandelen","10.125.574,95","0,02","10.125.574,95","252.200,00","40,15","Japan","Tokyo Stock Exchange","JPY"
"FFIV","F5 INC","IT","Aandelen","10.103.074,68","0,02","10.103.074,68","49.988,00","202,11","Verenigde Staten","NASDAQ","USD"
"PHM","PULTEGROUP INC","Luxe-consumentengoederen","Aandelen","10.084.550,00","0,02","10.084.550,00","201.691,00","50,00","Verenigde Staten","New York Stock Exchange Inc.","USD"
"DANSKE","DANSKE BANK","Financiële waarden","Aandelen","10.069.337,92","0,02","10.069.337,92","524.765,00","19,19","Denemarken","Omx Nordic Exchange Copenhagen A/S","DKK"
"INF","INFORMA PLC","Communicatie","Aandelen","10.063.477,77","0,02","10.063.477,77","1.368.271,00","7,35","Verenigd Koninkrijk","London Stock Exchange","GBP"
"MPWR","MONOLITHIC POWER SYSTEMS INC","IT","Aandelen","10.049.608,48","0,02","10.049.608,48","27.829,00","361,12","Verenigde Staten","NASDAQ","USD"
"3407","ASAHI KASEI CORP","Materialen","Aandelen","10.044.210,00","0,02","10.044.210,00","1.074.656,00","9,35","Japan","Tokyo Stock Exchange","JPY"
"6506","YASKAWA ELECTRIC CORP","Industrie","Aandelen","10.035.623,02","0,02","10.035.623,02","250.500,00","40,06","Japan","Tokyo Stock Exchange","JPY"
"CRDA","CRODA INTERNATIONAL PLC","Materialen","Aandelen","10.011.004,79","0,02","10.011.004,79","94.865,00","105,53","Verenigd Koninkrijk","London Stock Exchange","GBP"
"LDOS","LEIDOS HOLDINGS INC","Industrie","Aandelen","9.998.551,50","0,02","9.998.551,50","112.825,00","88,62","Verenigde Staten","New York Stock Exchange Inc.","USD"
"JHX","JAMES HARDIE INDUSTRIES CDI PLC","Materialen","Aandelen","9.946.879,44","0,02","9.946.879,44","314.446,00","31,63","Australië","Asx - All Markets","AUD"
"AGN","AEGON NV","Financiële waarden","Aandelen","9.933.219,88","0,02","9.933.219,88","1.760.774,00","5,64","Nederland","Euronext Amsterdam","EUR"
"BBWI","BATH AND BODY WORKS INC","Luxe-consumentengoederen","Aandelen","9.930.229,30","0,02","9.930.229,30","187.717,00","52,90","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Vastgoed","Aandelen","9.914.757,84","0,02","9.914.757,84","134.748,00","73,58","Verenigde Staten","New York Stock Exchange Inc.","USD"
"HST","HOST HOTELS & RESORTS REIT INC","Vastgoed","Aandelen","9.899.982,96","0,02","9.899.982,96","596.744,00","16,59","Verenigde Staten","NASDAQ","USD"
"8267","AEON LTD","Basis-consumentengoederen","Aandelen","9.902.873,23","0,02","9.902.873,23","456.200,00","21,71","Japan","Tokyo Stock Exchange","JPY"
"CZR","CAESARS ENTERTAINMENT INC","Luxe-consumentengoederen","Aandelen","9.900.281,60","0,02","9.900.281,60","140.629,00","70,40","Verenigde Staten","NASDAQ","USD"
"TFX","TELEFLEX INC","Gezondheidszorg","Aandelen","9.895.053,24","0,02","9.895.053,24","33.479,00","295,56","Verenigde Staten","New York Stock Exchange Inc.","USD"
"QBE","QBE INSURANCE GROUP LTD","Financiële waarden","Aandelen","9.884.346,53","0,02","9.884.346,53","1.277.791,00","7,74","Australië","Asx - All Markets","AUD"
"5020","ENEOS HOLDINGS INC","Energie","Aandelen","9.867.987,37","0,02","9.867.987,37","2.555.428,00","3,86","Japan","Tokyo Stock Exchange","JPY"
"WTRG","ESSENTIAL UTILITIES INC","Nutsbedrijven","Aandelen","9.808.018,40","0,02","9.808.018,40","207.797,00","47,20","Verenigde Staten","New York Stock Exchange Inc.","USD"
"HRL","HORMEL FOODS CORP","Basis-consumentengoederen","Aandelen","9.799.539,96","0,02","9.799.539,96","209.571,00","46,76","Verenigde Staten","New York Stock Exchange Inc.","USD"
"LNC","LINCOLN NATIONAL CORP","Financiële waarden","Aandelen","9.747.250,04","0,02","9.747.250,04","142.462,00","68,42","Verenigde Staten","New York Stock Exchange Inc.","USD"
"SRT3","SARTORIUS PREF AG","Gezondheidszorg","Aandelen","9.743.992,99","0,02","9.743.992,99","19.574,00","497,80","Duitsland","Xetra","EUR"
"SCG","SCENTRE GROUP","Vastgoed","Aandelen","9.746.610,26","0,02","9.746.610,26","4.901.432,00","1,99","Australië","Asx - All Markets","AUD"
"MOWI","MOWI","Basis-consumentengoederen","Aandelen","9.731.300,15","0,02","9.731.300,15","408.459,00","23,82","Noorwegen","Oslo Bors Asa","NOK"
"EPI A","EPIROC CLASS A","Industrie","Aandelen","9.725.532,33","0,02","9.725.532,33","470.761,00","20,66","Zweden","Nasdaq Omx Nordic","SEK"
"NDSN","NORDSON CORP","Industrie","Aandelen","9.703.406,96","0,02","9.703.406,96","43.342,00","223,88","Verenigde Staten","NASDAQ","USD"
"PTC","PTC INC","IT","Aandelen","9.693.903,34","0,02","9.693.903,34","88.303,00","109,78","Verenigde Staten","NASDAQ","USD"
"MKTX","MARKETAXESS HOLDINGS INC","Financiële waarden","Aandelen","9.641.484,72","0,02","9.641.484,72","29.206,00","330,12","Verenigde Staten","NASDAQ","USD"
"CPT","CAMDEN PROPERTY TRUST REIT","Vastgoed","Aandelen","9.633.392,55","0,02","9.633.392,55","64.005,00","150,51","Verenigde Staten","New York Stock Exchange Inc.","USD"
"INCY","INCYTE CORP","Gezondheidszorg","Aandelen","9.610.814,32","0,02","9.610.814,32","134.248,00","71,59","Verenigde Staten","NASDAQ","USD"
"6645","OMRON CORP","IT","Aandelen","9.604.301,62","0,02","9.604.301,62","128.300,00","74,86","Japan","Tokyo Stock Exchange","JPY"
"FICO","FAIR ISAAC CORP","IT","Aandelen","9.586.645,36","0,02","9.586.645,36","22.664,00","422,99","Verenigde Staten","New York Stock Exchange Inc.","USD"
"NCM","NEWCREST MINING LTD","Materialen","Aandelen","9.564.159,98","0,02","9.564.159,98","590.736,00","16,19","Australië","Asx - All Markets","AUD"
"NIBE B","NIBE INDUSTRIER CLASS B","Industrie","Aandelen","9.556.504,08","0,02","9.556.504,08","1.058.027,00","9,03","Zweden","Nasdaq Omx Nordic","SEK"
"8830","SUMITOMO REALTY & DEVELOPMENT LTD","Vastgoed","Aandelen","9.556.940,92","0,02","9.556.940,92","318.413,00","30,01","Japan","Tokyo Stock Exchange","JPY"
"LCID","LUCID GROUP INC","Luxe-consumentengoederen","Aandelen","9.555.636,30","0,02","9.555.636,30","332.949,00","28,70","Verenigde Staten","NASDAQ","USD"
"5201","AGC INC","Industrie","Aandelen","9.545.416,43","0,02","9.545.416,43","218.212,00","43,74","Japan","Tokyo Stock Exchange","JPY"
"2802","AJINOMOTO INC","Basis-consumentengoederen","Aandelen","9.528.641,73","0,02","9.528.641,73","353.595,00","26,95","Japan","Tokyo Stock Exchange","JPY"
"RNG","RINGCENTRAL INC CLASS A","IT","Aandelen","9.504.475,62","0,02","9.504.475,62","60.747,00","156,46","Verenigde Staten","New York Stock Exchange Inc.","USD"
"4307","NOMURA RESEARCH INSTITUTE LTD","IT","Aandelen","9.475.701,42","0,02","9.475.701,42","274.510,00","34,52","Japan","Tokyo Stock Exchange","JPY"
